Status,Dossier_ID,DocumentID,DocType,DocCategory,LimitationType,Issue,rdafType,startDate,UniversalKey,LimitationLife
SENT,81683973,81683973/003,RDAF,B,See below,B,,2026-04-30,81683973,-1
SENT,81212034,81212034/012,RDAF,B,,A,,2023-06-12,81212034,0
SCOE,81791652,81791652/003,RDAF,,,A,,,81791652,0
SENT,81781662,81781662/008,RDAF,A,,A,,2026-05-04,81781662,0
SENT,81713002,81713002/003,RDAF,A,N/A,A,,2025-12-26,81713002,0
SCOE,81718624,81718624/003,RDAF,,,A,,,81718624,0
SENT,81389989,81389989/019,RDAF,C,See below,A,,2024-08-02,81389989,-1
SENT,81517694,81517694/024,RDAF,C,See below,C,,2026-04-08,81517694,-1
SENT,81397239,81397239/004,RDAF,B,,A,,2024-08-21,81397239,0
SENT,80836226,80836226/003,RDAF,B,,A,,2020-10-27,80836226,0
SCOE,81774984,81774984/003,RDAF,,,A,,,81774984,0
SENT,81646913,81646913/170,RDAF,Interim,6 months,A,,2026-03-24,81646913,24
SENT,80416678,80416678/066,RDAF,C,3300FC/6600FH/24Months (Whichever is first),A,,2024-02-19,80416678,113
SENT,81769767,81769767/003,RDAF,C,See below,A,,2026-03-29,81769767,-1
SCOE,81747130,81747130/003,RDAF,,,A,,,81747130,0
SENT,81669674,81669674/007,RDAF,B,,C,Interim to Definitive,2026-05-04,81669674,0
SCOE,70301131,70301131/802,RDAF,,,A,,,70301131,0
SENT,81403068,81403068/031,RDAF,A,N/A,A,,,81403068,0
SCOE,81722517,81722517/004,RDAF,Interim,6 months,C,Interim to Definitive,,81722517,-1
SENT,81740024,81740024/023,RDAF,A,,A,,2026-03-22,81740024,0
SENT,81408198,81408198/058,RDAF,C,See below,B,,2024-06-21,81408198,-1
SENT,81399671,81399671/005,RDAF,C,1000FC (FH not relevant),A,,2024-07-30,81399671,90
SENT,81775448,81775448/021,RDAF,C,350 FC (FH not relevant),A,,2026-04-11,81775448,4
SENT,70537979,70537979/079,RDAF,B,,B,Interim to Definitive,2024-09-05,70537979,0
SENT,80048244,80048244/003,RDAF,B,,B,,2015-09-21,80048244,0
SENT,80702477,80702477/006,RDAF,B,,B,,2019-11-11,80702477,0
SENT,81543636,81543636/003,RDAF,C,600 FC (FH not relevant),B,,2025-04-23,81543636,366
SENT,80022311,80022311/004,RDAF,A,,A,,2015-01-22,80022311,0
SENT,81255470,81255470/031,RDAF,B,,A,,2023-09-08,81255470,0
SCOE,81762265,81762265/003,RDAF,,,A,,,81762265,0
SENT,81707339,81707339/003,RDAF,Interim,6 months,A,,2025-12-13,81707339,79
SCOE,70579958,70579958/019,RDAF,,,A,,,70579958,0
SENT,70451878,70451878/806,RDAF,B,See below,A,,2021-06-17,70451878,-1
SCOE,81768911,81768911/003,RDAF,,,A,,,81768911,0
SENT,80002060,80002060/003,RDAF,B,,A,,2014-07-31,80002060,0
SENT,81696468,81696468/004,RDAF,A,,A,,2025-12-18,81696468,0
SENT,70531160,70531160/608,RDAF,A,,A,,2026-01-28,70531160,0
SENT,80972034,80972034/005,RDAF,A,,B,Weight Variant Change,2022-05-24,80972034,0
SENT,81781388,81781388/003,RDAF,A,,A,,2026-05-04,81781388,0
SENT,81648207,81648207/005,RDAF,A,,A,,2025-09-05,81648207,0
SENT,81707074,81707074/003,RDAF,Interim,6 Months,A,,2025-12-19,81707074,76
SENT,81785395,81785395/005,RDAF,C,200FC (FH not relevant),A,,2026-04-24,81785395,23
SENT,81603449,81603449/031,RDAF,C,600 FC (FH not relevant),A,,2025-06-25,81603449,60
SCOE,81761379,81761379/005,RDAF,,,A,,,81761379,0
SCOE,80130200,80130200/041,RDAF,,,A,,,80130200,0
SCOE,81779556,81779556/005,RDAF,,,A,,,81779556,0
SENT,81595889,81595889/003,RDAF,C,200 FC (FH not relevant),A,,2025-05-21,81595889,137
SENT,81395523,81395523/004,RDAF,C,2 250 FC (FH not relevant),B,,2024-06-05,81395523,127
SENT,81763248,81763248/003,RDAF,B,See below,A,,2026-03-26,81763248,-1
SCOE,81782078,81782078/003,RDAF,,,A,,,81782078,0
SENT,70532284,70532284/060,RDAF,B,,B,,2016-11-07,70532284,0
SENT,81779794,81779794/006,RDAF,A,,A,,2026-05-01,81779794,0
SENT,81446624,81446624/010,RDAF,A,,B,,2025-07-06,81446624,0
SCOE,80531058,80531058/038,RDAF,,,A,,,80531058,0
SENT,81718977,81718977/003,RDAF,C,600FC (FH not relevant),C,,2026-02-09,81718977,-1
SENT,80718765,80718765/004,RDAF,C,2 500 FC / 5 000 FH,A,,2019-12-16,80718765,-1
SENT,81261482,81261482/003,RDAF,C,See below,A,,2023-10-26,81261482,-1
SENT,81074281,81074281/004,RDAF,A,,A,,2022-07-01,81074281,0
SENT,81191923,81191923/009,RDAF,C,See below,A,,2026-04-28,81191923,-1
SENT,80763673,80763673/006,RDAF,C,"3300 FC / 10000 FH / 24 Months, whichever first",A,,2020-03-18,80763673,307
SENT,81606551,81606551/046,RDAF,B,,A,,2025-07-31,81606551,0
SCOE,81730033,81730033/003,RDAF,Interim,6 Months,B,Interim to Definitive,,81730033,-1
SENT,81115568,81115568/008,RDAF,C,See below,B,,2026-01-23,81115568,-1
SENT,70535183,70535183/015,RDAF,C,4500 FC (FH not relevant),A,,2024-05-13,70535183,88
SENT,81786576,81786576/004,RDAF,A,N/A,A,,2026-05-06,81786576,0
SENT,81316511,81316511/004,RDAF,A,,A,,2023-12-20,81316511,0
SENT,81358078,81358078/110,RDAF,C,See below,A,,2024-06-11,81358078,-1
SENT,81676337,81676337/004,RDAF,B,See below,B,Interim to Definitive,2026-05-06,81676337,-1
SENT,81683035,81683035/003,RDAF,Interim,6months,B,,2025-12-03,81683035,84
SENT,81675417,81675417/003,RDAF,C,600 FC (FH NOT RELEVANT),B,,2026-01-23,81675417,38
SENT,80693835,80693835/198,RDAF,B,,A,,2026-03-20,80693835,0
SENT,81340107,81340107/051,RDAF,B,,A,,2024-05-20,81340107,0
SENT,81763191,81763191/009,RDAF,A,,A,,2026-04-09,81763191,0
SENT,81707462,81707462/004,RDAF,A,,A,,2025-12-19,81707462,0
SENT,80483052,80483052/055,RDAF,B,,B,,2019-01-02,80483052,0
SENT,81305484,81305484/004,RDAF,B,,A,,2024-01-01,81305484,0
SENT,80728705,80728705/003,RDAF,A,,A,,2020-02-03,80728705,0
SCOE,81074281,81074281/029,RDAF,Interim,6 Months,B,Interim to Definitive,,81074281,-1
SENT,81716883,81716883/003,RDAF,C,200FC (FH not relevant),A,,2026-01-01,81716883,257
SCOE,81786078,81786078/003,RDAF,,,A,,,81786078,0
SENT,81393602,81393602/004,RDAF,C,See below,C,,2026-05-06,81393602,-1
SCOE,81772075,81772075/003,RDAF,,,A,,,81772075,0
SCOE,81782479,81782479/003,RDAF,,,A,,,81782479,0
SENT,81503359,81503359/003,RDAF,A,,A,,2024-12-03,81503359,0
SENT,80751774,80751774/003,RDAF,B,,A,,2020-02-14,80751774,0
SCOE,81697087,81697087/003,RDAF,,,A,,,81697087,0
SCOE,80025657,80025657/025,RDAF,,,A,,,80025657,0
SENT,80613632,80613632/007,RDAF,C,4 000 FC ( FH not relevant),B,,2019-08-21,80613632,88
SENT,81757204,81757204/003,RDAF,C,110 FC (FH not relevant),B,,2026-04-08,81757204,57
SENT,81010232,81010232/025,RDAF,C,See below,A,,2026-02-13,81010232,-1
SENT,80268515,80268515/003,RDAF,B,,B,,2020-04-07,80268515,0
SENT,81587568,81587568/003,RDAF,C,6 400 FC (FH not relevant),B,,2025-06-04,81587568,12
SENT,81783055,81783055/003,RDAF,C,2FC (FH not relevant),A,,2026-04-24,81783055,-1
SENT,81771660,81771660/009,RDAF,A,,A,,2026-04-14,81771660,0
SENT,81222608,81222608/006,RDAF,A,,A,,2023-05-22,81222608,0
SENT,81755865,81755865/004,RDAF,B,See below,A,,2026-03-17,81755865,-1
SCOE,81783203,81783203/003,RDAF,,,A,,,81783203,0
SENT,81678962,81678962/004,RDAF,B,,B,Interim to Definitive,2026-04-23,81678962,0
SENT,81757486,81757486/006,RDAF,A,N/A,A,,2026-04-01,81757486,0
SENT,81787538,81787538/009,RDAF,A,N/A,A,,2026-05-07,81787538,0
SCOE,81789909,81789909/002,RDAF,,,A,,,81789909,0
SCOE,81757583,81757583/003,RDAF,,,A,,,81757583,0
SENT,81617116,81617116/028,RDAF,Interim,12 months,A,,2025-09-11,81617116,65
SENT,80136514,80136514/006,RDAF,B,,A,,2016-03-24,80136514,0
SENT,81115529,81115529/003,RDAF,C,See below,B,,2025-12-05,81115529,-1
SENT,80043515,80043515/004,RDAF,B,,A,,2015-05-25,80043515,0
SCOE,81770636,81770636/003,RDAF,,,A,,,81770636,0
SENT,81721410,81721410/006,RDAF,C,700FC (FH not relevant) from 6230FC / 29744FH,A,,2026-03-12,81721410,17
SENT,81416545,81416545/048,RDAF,C,See below,A,,2024-08-26,81416545,-1
SCOE,81792373,81792373/003,RDAF,,,A,,,81792373,0
SENT,70519646,70519646/067,RDAF,B,,C,Interim to Definitive,2023-10-17,70519646,0
SENT,81096821,81096821/009,RDAF,A,N/A,A,,2022-08-04,81096821,0
SENT,81555986,81555986/042,RDAF,C,24 March 2027,B,,2026-01-16,81555986,-1
SENT,81705875,81705875/004,RDAF,C,400FC (FH NOT RELEVANT),B,,2026-02-03,81705875,137
SENT,81761639,81761639/005,RDAF,C,200FC (FH not relevant),B,,2026-03-16,81761639,-1
SENT,81688891,81688891/060,RDAF,A,,A,,2026-05-04,81688891,0
SENT,80276241,80276241/028,RDAF,C,6200 FC (FH not relevant),C,,2025-02-06,80276241,105
SENT,81777546,81777546/013,RDAF,C,200 FC (FH not relevant),A,,2026-04-22,81777546,23
SENT,80791835,80791835/007,RDAF,A,,A,,2020-09-03,80791835,0
SENT,81281720,81281720/003,RDAF,B,,A,,2023-10-09,81281720,0
SENT,81731012,81731012/003,RDAF,C,200FC (FH not relevant),A,,2026-01-24,81731012,199
SENT,81602263,81602263/003,RDAF,C,See below,C,,2025-07-17,81602263,-1
SENT,81790055,81790055/006,RDAF,A,N/A,A,,2026-05-07,81790055,0
SENT,81697616,81697616/004,RDAF,Interim,6 Months,A,,2025-12-09,81697616,81
SENT,81300010,81300010/373,RDAF,C,See below,B,,2024-11-14,81300010,-1
SCOE,81789712,81789712/003,RDAF,,,A,,,81789712,0
SENT,81788829,81788829/004,RDAF,A,N/A,A,,2026-05-06,81788829,0
SENT,81384206,81384206/079,RDAF,C,See below,C,,2026-04-15,81384206,-1
SCOE,70506668,70506668/801,RDAF,,,A,,,70506668,0
SENT,81693830,81693830/007,RDAF,C,See below,B,Interim to Definitive,2026-05-04,81693830,-1
SENT,81476423,81476423/003,RDAF,C,10FC,A,,,81476423,27670
SENT,80709073,80709073/003,RDAF,B,,A,,2019-11-15,80709073,0
SENT,81358077,81358077/008,RDAF,B,,A,,2024-06-04,81358077,0
SENT,81354525,81354525/384,RDAF,A,,A,,2025-05-02,81354525,0
SCOE,81788823,81788823/003,RDAF,,,A,,,81788823,0
SENT,80929768,80929768/003,RDAF,B,,A,,2021-08-06,80929768,0
SENT,81715673,81715673/002,RDAF,C,200 FC ( FH NOT RELEVANT),A,,2025-12-27,81715673,118
SCOE,81761096,81761096/005,RDAF,,,A,,,81761096,0
SENT,81629768,81629768/002,RDAF,B,,A,ESG,2025-09-12,81629768,0
SENT,81687304,81687304/004,RDAF,B,,B,Interim to Definitive,2026-04-21,81687304,0
SENT,81457077,81457077/003,RDAF,C,200 FC (FH not relevant),C,,2026-04-09,81457077,-1
SENT,80882590,80882590/032,RDAF,C,See below,G,,2026-02-09,80882590,-1
SENT,81679047,81679047/003,RDAF,A,,B,Interim to Definitive,,81679047,0
SENT,81614310,81614310/061,RDAF,C,See below,B,,2025-12-15,81614310,-1
SENT,81211043,81211043/022,RDAF,B,,A,,2023-06-16,81211043,0
SENT,81767405,81767405/003,RDAF,Interim,6 Month(s),A,,2026-04-07,81767405,16
SENT,81724936,81724936/007,RDAF,Interim,6 Months,A,,2026-01-29,81724936,53
SENT,81248234,81248234/194,RDAF,B,,A,,2023-10-31,81248234,0
SENT,81645356,81645356/005,RDAF,B,N/A,B,Interim to Definitive,2026-05-07,81645356,0
SENT,80972130,80972130/048,RDAF,B,,B,Interim to Definitive,,80972130,0
SENT,81761544,81761544/006,RDAF,C,1500 FC (FH Not Relevant),B,,2026-04-11,81761544,-1
SENT,80935887,80935887/006,RDAF,B,See below,A,,2021-06-30,80935887,-1
SCOE,81773229,81773229/003,RDAF,,,A,,,81773229,0
SENT,81787238,81787238/003,RDAF,C,200 FC (FH not relevant),A,,2026-04-28,81787238,-1
SENT,81726327,81726327/002,RDAF,Interim,6 months,A,,2026-01-30,81726327,53
SENT,80043546,80043546/003,RDAF,B,,A,,2015-05-28,80043546,0
SENT,81116461,81116461/043,RDAF,B,,A,,2026-04-29,81116461,0
SENT,81115568,81115568/037,RDAF,B,,C,,2026-01-23,81115568,0
SCOE,81790464,81790464/003,RDAF,,,A,,,81790464,0
SENT,81773007,81773007/003,RDAF,C,375 FC (FH NOT RELEVANT),B,,2026-04-05,81773007,25
SENT,81717713,81717713/006,RDAF,Interim,6 months,A,,2026-01-05,81717713,67
SCOE,81781444,81781444/003,RDAF,,,A,,,81781444,0
SENT,81783440,81783440/002,RDAF,C,200 FC (FH not relevant),A,,2026-04-27,81783440,3
SCOE,81687857,81687857/003,RDAF,,,A,,,81687857,0
SENT,80000000,80000000/048,RDAF,A,,A,,,80000000,0
SENT,81620810,81620810/313,RDAF,C,See below,A,,2026-04-24,81620810,-1
SCOE,81760173,81760173/003,RDAF,Interim,6 Months,B,Interim to Definitive,,81760173,-1
SENT,81683153,81683153/116,RDAF,Interim,6 months,A,,2025-12-22,81683153,74
SCOE,81746823,81746823/002,RDAF,,,A,,,81746823,0
SENT,81641085,81641085/002,RDAF,C,See below,A,,2025-08-14,81641085,-1
SENT,80130200,80130200/004,RDAF,B,,B,,2016-09-02,80130200,0
SENT,81261482,81261482/010,RDAF,C,See below,B,Interim to Definitive,2024-04-09,81261482,-1
SCOE,70507641,70507641/808,RDAF,,,A,,,70507641,0
SCOE,70508928,70508928/801,RDAF,,,A,,,70508928,0
SENT,81702278,81702278/030,RDAF,A,,A,,2026-02-09,81702278,0
SENT,80553603,80553603/003,RDAF,A,,B,,2019-04-23,80553603,0
SENT,81539673,81539673/006,RDAF,C,200FC (FH not relevant),A,,2025-02-12,81539673,260
SENT,81713019,81713019/003,RDAF,C,1 000FC (FH not relevant),A,,2026-01-29,81713019,24
SCOE,81544077,81544077/003,RDAF,,,A,,,81544077,0
SCOE,70136598,70136598/801,RDAF,,,A,,,70136598,0
SENT,81665673,81665673/002,RDAF,B,See below,B,Interim to Definitive,2026-05-04,81665673,-1
SENT,70574452,70574452/057,RDAF,B,N/A,B,,2026-05-06,70574452,0
SENT,81399676,81399676/007,RDAF,C,1000FC (FH not relevant),A,,2024-07-08,81399676,90
SENT,81709266,81709266/005,RDAF,B,,A,,2025-12-18,81709266,0
SENT,81639319,81639319/003,RDAF,Interim,6 months,B,,2025-12-23,81639319,73
SENT,81683979,81683979/007,RDAF,Interim,6 months,A,,2025-12-09,81683979,81
SENT,81612288,81612288/004,RDAF,C,400 FC (FH not relevant),B,,2025-07-25,81612288,496
SENT,81393643,81393643/006,RDAF,C,See below,B,,2024-07-24,81393643,-1
SENT,81769068,81769068/003,RDAF,Interim,6 months,A,,2026-05-07,81769068,0
SENT,81761475,81761475/005,RDAF,C,200 FC (FH not relevant),A,,2026-03-14,81761475,57
SENT,81777385,81777385/004,RDAF,A,,A,,2026-05-01,81777385,0
SENT,80206048,80206048/084,RDAF,B,,A,,2024-05-29,80206048,0
SENT,80732324,80732324/003,RDAF,A,,A,,2020-01-16,80732324,0
SCOE,70528085,70528085/017,RDAF,,,A,,,70528085,0
SENT,80736263,80736263/006,RDAF,B,,A,,2020-01-27,80736263,0
SENT,81441985,81441985/003,RDAF,A,,B,,2024-08-19,81441985,0
SENT,70531160,70531160/320,RDAF,B,,A,,2022-04-14,70531160,0
SENT,81744221,81744221/011,RDAF,A,,A,,2026-02-25,81744221,0
SCOE,81719691,81719691/002,RDAF,Interim,6 Months,B,Interim to Definitive,,81719691,-1
SENT,81728665,81728665/004,RDAF,C,200 FC (FH Not relevant),A,,,81728665,-1
SCOE,81788111,81788111/003,RDAF,,,A,,,81788111,0
SENT,81677547,81677547/037,RDAF,B,,A,,2025-10-28,81677547,0
SENT,81773713,81773713/004,RDAF,B,N/A,A,,2026-04-12,81773713,0
SENT,70531552,70531552/137,RDAF,B,,A,,2020-03-19,70531552,0
SENT,80488024,80488024/041,RDAF,B,,B,,2019-02-18,80488024,0
SENT,81500591,81500591/005,RDAF,C,See below,B,,2026-04-26,81500591,-1
SENT,81591430,81591430/017,RDAF,C,3 200 FC / 6 400 FH (whichever occurs first),B,,2025-06-16,81591430,54
SENT,81782264,81782264/003,RDAF,A,,A,,,81782264,0
SENT,81742332,81742332/005,RDAF,Interim,See below,A,,2026-02-16,81742332,-1
SCOE,81787775,81787775/003,RDAF,,,A,,,81787775,0
SENT,81706562,81706562/003,RDAF,Interim,6 months,A,,2026-02-23,81706562,40
SENT,81564140,81564140/014,RDAF,A,,A,,2025-07-31,81564140,0
SCOE,81755059,81755059/003,RDAF,,,A,,,81755059,0
SCOE,81728964,81728964/003,RDAF,,,A,,,81728964,0
SENT,81734395,81734395/004,RDAF,B,See below,A,,2026-03-25,81734395,-1
SENT,81115466,81115466/092,RDAF,C,See below,B,,2025-12-23,81115466,-1
SCOE,81746500,81746500/003,RDAF,,,A,,,81746500,0
SCOE,81792440,81792440/004,RDAF,,,A,,,81792440,0
SENT,81733401,81733401/003,RDAF,C,200FC (FH NOT RELEVANT),A,,2026-01-29,81733401,-1
SENT,81529846,81529846/035,RDAF,C,500 FC (FH not relevant),A,,2026-01-13,81529846,88
SCOE,81769736,81769736/003,RDAF,,,A,,,81769736,0
SENT,80680859,80680859/009,RDAF,B,,A,,2019-11-06,80680859,0
SENT,81785566,81785566/003,RDAF,A,N/A,A,,2026-04-30,81785566,0
SCOE,81785657,81785657/004,RDAF,,,A,,,81785657,0
SENT,80140281,80140281/004,RDAF,B,,B,,,80140281,0
SENT,81768295,81768295/003,RDAF,B,,A,,2026-04-15,81768295,0
SENT,81722077,81722077/002,RDAF,A,N/A,B,,,81722077,0
SCOE,70280573,70280573/807,RDAF,,,A,,,70280573,0
SENT,80754648,80754648/004,RDAF,C,1100FC or 8600FH (Whichever occurs first),B,,2020-03-16,80754648,3
SENT,80228933,80228933/106,RDAF,A,,A,,2024-10-29,80228933,0
SENT,81234227,81234227/125,RDAF,B,N/A,A,,2026-04-30,81234227,0
SCOE,70532366,70532366/017,RDAF,,,A,,,70532366,0
SENT,81258738,81258738/019,RDAF,C,See below,A,,,81258738,-1
SENT,81775776,81775776/003,RDAF,C,See below,A,,2026-05-02,81775776,-1
SENT,81763699,81763699/003,RDAF,C,100FC (FH not relevant),A,,2026-03-18,81763699,-1
SENT,81211205,81211205/091,RDAF,C,See below,A,,2025-12-29,81211205,-1
SENT,81258460,81258460/015,RDAF,B,,A,,2023-09-25,81258460,0
SENT,70526187,70526187/008,RDAF,A,,A,Weight Variant Change,2024-03-07,70526187,0
SENT,80779727,80779727/005,RDAF,B,,A,,,80779727,0
SENT,81682237,81682237/003,RDAF,Interim,6 months,A,,2025-12-04,81682237,84
SENT,81711427,81711427/007,RDAF,C,2 FC OR 7 Days (whichever occurs first),A,,2025-12-24,81711427,-1
SENT,81779160,81779160/004,RDAF,B,N/A,A,,2026-05-06,81779160,0
SENT,81778371,81778371/006,RDAF,A,,A,,2026-04-30,81778371,0
SENT,81216340,81216340/051,RDAF,C,2 100 FC (FH not relevant),B,,,81216340,51
SCOE,81752880,81752880/002,RDAF,Interim,6 Months,B,Interim to Definitive,,81752880,-1
SENT,81607051,81607051/003,RDAF,C,See below,C,,2025-09-01,81607051,-1
SENT,80998213,80998213/003,RDAF,B,,A,,2021-12-07,80998213,0
SENT,80953361,80953361/093,RDAF,B,,B,Interim to Definitive,2026-04-30,80953361,0
SCOE,70525089,70525089/067,RDAF,,,A,,,70525089,0
SENT,81773520,81773520/016,RDAF,A,,A,,2026-05-02,81773520,0
SENT,81123993,81123993/032,RDAF,B,,A,,2025-06-30,81123993,0
SCOE,70530649,70530649/023,RDAF,,,A,,,70530649,0
SENT,80762777,80762777/003,RDAF,B,,A,,2020-03-13,80762777,0
SENT,81677775,81677775/003,RDAF,C,See below,C,,2026-02-19,81677775,-1
SENT,80665355,80665355/064,RDAF,B,,A,,2022-05-12,80665355,0
SENT,81658810,81658810/009,RDAF,A,,A,,2025-10-08,81658810,0
SENT,81761247,81761247/098,RDAF,C,See below,A,,2026-04-24,81761247,-1
SENT,81105041,81105041/007,RDAF,A,,B,Interim to Definitive,2023-02-02,81105041,0
SENT,81057355,81057355/002,RDAF,C,See below,B,,2025-04-04,81057355,-1
SENT,81711427,81711427/006,RDAF,C,2FC (FH not relevant),A,,2025-12-22,81711427,27000
SCOE,81792652,81792652/003,RDAF,,,A,,,81792652,0
SCOE,81737633,81737633/003,RDAF,,,A,,,81737633,0
SENT,81606551,81606551/156,RDAF,A,,A,,2025-09-16,81606551,0
SENT,81740217,81740217/006,RDAF,C,See below,C,,,81740217,-1
SENT,81721380,81721380/003,RDAF,C,250 FC (FH not relevant),B,,2026-02-03,81721380,60
SENT,81763331,81763331/007,RDAF,C,200 FC (FH not relevant),A,,2026-03-18,81763331,69
SCOE,81756977,81756977/003,RDAF,,,A,,,81756977,0
SENT,80432401,80432401/006,RDAF,A,,A,,2018-03-29,80432401,0
SCOE,81783223,81783223/009,RDAF,,,A,,,81783223,0
SENT,80231949,80231949/004,RDAF,C,100600 LDG / 201200 FH (from first flight),A,,2016-11-28,80231949,8
SENT,81695944,81695944/004,RDAF,A,,A,,2025-11-27,81695944,0
SCOE,70526368,70526368/020,RDAF,,,A,,,70526368,0
SENT,81671222,81671222/005,RDAF,C,250 FC (FH not relevant),B,,2025-11-20,81671222,135
SENT,81781773,81781773/003,RDAF,A,N/A,A,,2026-05-06,81781773,0
SENT,81773460,81773460/005,RDAF,A,N/A,A,,2026-04-11,81773460,0
SENT,80606214,80606214/004,RDAF,B,,B,,2019-09-30,80606214,0
SENT,81786808,81786808/003,RDAF,A,,A,,2026-05-07,81786808,0
SENT,80047666,80047666/004,RDAF,A,,A,,2015-06-11,80047666,0
SENT,81670489,81670489/004,RDAF,Interim,6 Months,A,,2025-11-28,81670489,87
SCOE,80127475,80127475/074,RDAF,Interim,6 Months,B,Interim to Definitive,,80127475,-1
SENT,81226658,81226658/046,RDAF,B,,B,,2026-05-05,81226658,0
SENT,70557747,70557747/063,RDAF,B,,A,,2017-03-01,70557747,0
SCOE,81722376,81722376/003,RDAF,Interim,6 Months,B,Interim to Definitive,,81722376,-1
SENT,81657447,81657447/003,RDAF,C,200FC (FH not relevant),A,,2025-09-16,81657447,124
SENT,81776075,81776075/004,RDAF,A,,A,,2026-04-29,81776075,0
SENT,81781667,81781667/005,RDAF,A,,A,,2026-05-04,81781667,0
SENT,81791616,81791616/003,RDAF,C,50 FC (FH not relevant),A,,2026-05-06,81791616,-1
SENT,81776375,81776375/003,RDAF,A,N/A,A,,2026-05-04,81776375,0
SENT,80121578,80121578/054,RDAF,B,See page 2.,B,,2020-07-15,80121578,-1
SENT,70180818,70180818/807,RDAF,B,,A,,2024-12-17,70180818,0
SCOE,80267920,80267920/024,RDAF,,,A,,,80267920,0
SCOE,81786142,81786142/004,RDAF,,,A,,,81786142,0
SENT,80954281,80954281/254,RDAF,B,,B,Interim to Definitive,2025-01-27,80954281,0
SENT,81217741,81217741/020,RDAF,C,See below,A,,2023-07-06,81217741,-1
SENT,81685707,81685707/039,RDAF,A,N/A,A,,2025-11-10,81685707,0
SENT,81212034,81212034/005,RDAF,C,2200FC/16100FH/36MONTHS WHICHEVER OCCURS FIRST,A,,2023-06-08,81212034,97
SENT,81541363,81541363/017,RDAF,B,,A,,2025-03-18,81541363,0
SENT,81761290,81761290/003,RDAF,C,1400 Landings / 2096 FH,B,,2026-05-07,81761290,-1
SENT,81024775,81024775/296,RDAF,C,See below,A,,2026-03-02,81024775,-1
SENT,81751169,81751169/003,RDAF,C,900 FC (FH not relevant),A,,,81751169,68
SENT,80730014,80730014/070,RDAF,C,See below,B,,2023-12-14,80730014,-1
SCOE,81786219,81786219/003,RDAF,,,A,,,81786219,0
SENT,81046957,81046957/032,RDAF,A,,A,,2022-11-14,81046957,0
SENT,81661909,81661909/002,RDAF,C,2200FC/11500FH/24month (whichever occurs first),A,,2025-10-08,81661909,29
SENT,80004425,80004425/111,RDAF,B,,A,,2020-04-17,80004425,0
SENT,81596540,81596540/002,RDAF,A,,A,,2025-06-17,81596540,0
SCOE,81785938,81785938/003,RDAF,,,A,,,81785938,0
SCOE,81040806,81040806/037,RDAF,,,A,,,81040806,0
SENT,80997871,80997871/003,RDAF,B,See below,A,,2021-12-07,80997871,-1
SENT,81772111,81772111/003,RDAF,B,,A,,2026-05-06,81772111,0
SENT,81411909,81411909/004,RDAF,A,N/A,A,,2024-06-01,81411909,0
SCOE,81745835,81745835/003,RDAF,,,A,,,81745835,0
SENT,81720504,81720504/003,RDAF,C,2000 FC (FH not relevant),B,,2026-01-29,81720504,21
SENT,81740787,81740787/004,RDAF,A,N/A,A,,2026-02-24,81740787,0
SCOE,81789608,81789608/003,RDAF,,,A,,,81789608,0
SENT,81657447,81657447/029,RDAF,C,600FC (FH not relevant),A,,2025-10-15,81657447,41
SENT,80679559,80679559/003,RDAF,A,,A,,2019-09-17,80679559,0
SENT,81732681,81732681/003,RDAF,Interim,6 months,A,,2026-04-02,81732681,19
SCOE,81743452,81743452/003,RDAF,,,A,,,81743452,0
SCOE,81791559,81791559/003,RDAF,,,A,,,81791559,0
SENT,81734733,81734733/003,RDAF,B,,A,,2026-03-05,81734733,0
SENT,81312840,81312840/029,RDAF,C,20 FC (FH Not relevant),A,,2026-04-16,81312840,290
SCOE,81774296,81774296/003,RDAF,,,A,,,81774296,0
SENT,81695620,81695620/003,RDAF,Interim,6 Months,A,,2025-12-02,81695620,84
SENT,81769623,81769623/005,RDAF,C,200 FC (FH not relevant),A,,2026-04-11,81769623,7
SENT,81783303,81783303/002,RDAF,B,,A,,2026-04-29,81783303,0
SENT,80379392,80379392/003,RDAF,B,,A,,2017-11-13,80379392,0
SENT,81783636,81783636/003,RDAF,A,,A,,2026-05-04,81783636,0
SENT,81214737,81214737/005,RDAF,C,,A,,2023-04-26,81214737,0
SENT,81782531,81782531/021,RDAF,C,200 FC (FH not relevant),A,,2026-04-22,81782531,23
SENT,81540028,81540028/013,RDAF,C,See below,A,,2025-03-18,81540028,-1
SENT,81001598,81001598/006,RDAF,B,,A,,2021-12-29,81001598,0
SCOE,81785215,81785215/002,RDAF,,,A,,,81785215,0
SENT,80479207,80479207/150,RDAF,C,See below,B,,2024-07-05,80479207,-1
SENT,81643647,81643647/091,RDAF,A,,A,,2025-12-23,81643647,0
SENT,81396744,81396744/003,RDAF,C,See below,B,,2026-04-30,81396744,-1
SENT,80963262,80963262/027,RDAF,B,,A,,2023-12-19,80963262,0
SENT,81536036,81536036/047,RDAF,B,,A,,2025-12-25,81536036,0
SENT,81696702,81696702/005,RDAF,Interim,6 months,A,,2025-12-10,81696702,80
SENT,81253636,81253636/058,RDAF,B,,A,,2023-09-15,81253636,0
SENT,81787119,81787119/006,RDAF,B,,A,,2026-05-07,81787119,0
SENT,81591787,81591787/025,RDAF,C,See below,A,,2025-07-31,81591787,-1
SCOE,81773974,81773974/003,RDAF,,,A,,,81773974,0
SCOE,70507498,70507498/804,RDAF,,,A,,,70507498,0
